Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-4_DIA.raw
Q9HC35	Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	1.19517e+06	1.321e+06	1.64866e+06	968905	1.46739e+06	1.28448e+06	944276	1.50632e+06	1.17773e+06	1.53732e+06	1.55753e+06	1.27945e+06	1.49866e+06	1.48629e+06	2.1558e+06	2.18948e+06	1.72386e+06	1.65248e+06	1.69405e+06	1.57339e+06	2.08248e+06	981142	1.94569e+06	1.75847e+06	1.53465e+06	1.77753e+06	1.46952e+06	1.17434e+06	2.00333e+06	1.76272e+06	1.72574e+06	2.67666e+06	2.29925e+06	2.76003e+06	2.5327e+06	1.9233e+06	2.03924e+06	1.4309e+06	1.65601e+06	2.05515e+06	2.04692e+06	2.03945e+06	2.22993e+06	2.31312e+06	1.5496e+06	1.71521e+06	1.71599e+06	2.21086e+06	1.80285e+06	2.99455e+06	2.4847e+06	2.11925e+06	2.39086e+06
Q9HC38	Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	2.44539e+06	2.63556e+06	2.59283e+06	2.50929e+06	1.9332e+06	2.51252e+06	2.60339e+06	2.53573e+06	2.23432e+06	2.31193e+06	2.49155e+06	2.48814e+06	2.68306e+06	2.0027e+06	2.15451e+06	1.96631e+06	1.8825e+06	2.44163e+06	2.42979e+06	2.54986e+06	2.49425e+06	2.55564e+06	2.61655e+06	2.63057e+06	2.55183e+06	2.38413e+06	2.43934e+06	2.55094e+06	2.56902e+06	2.68677e+06	2.58476e+06	2.23931e+06	2.13918e+06	2.01102e+06	2.2127e+06	2.4558e+06	2.31277e+06	2.14423e+06	2.35846e+06	2.28579e+06	2.3468e+06	2.31708e+06	2.24387e+06	2.34186e+06	2.21627e+06	2.18544e+06	2.35901e+06	2.2695e+06	2.11938e+06	2.03871e+06	1.83482e+06	1.93193e+06	2.03717e+06
Q9HCC0	Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	506361	365824	592533	379251	346426	642206	463983	355820	516698	637436	612583	529083	531263	768256	726225	729004	674607	734570	479295	582985	723063	558509	582365	509727	667747	818159	650431	660522	583049	650556	685602	718361	920051	785810	883355	818431	521792	547142	600385	630841	599575	752268	594882	625979	835671	620404	627408	761542	658142	610274	659125	658797	682717
Q9HCG7	Q9HCG7	GBA2_HUMAN	GBA2	Non-lysosomal glucosylceramidase	771044			767481		713071	605395	818916		612409	583392			808775	479340	535389	545475	590244	600535	536111	1.3824e+06	905248	798604	606786	600774	880594	752671	685704	456557	802954	746147	341071	541572	473558	1.04641e+06	966013	1.20473e+06	667352	872253	870417	939523	1.22019e+06	1.14681e+06	959611	1.04422e+06	824305	1.02609e+06	1.07714e+06	1.27406e+06	1.52127e+06	755348	1.10878e+06	843258
Q9HCM2	Q9HCM2	PLXA4_HUMAN	PLXNA4	Plexin-A4	3.94331e+06	3.89039e+06	3.79868e+06	3.93271e+06	3.87082e+06	3.72403e+06	3.93206e+06	4.1248e+06	4.1681e+06	4.51744e+06	3.9875e+06	3.72509e+06	4.55075e+06	3.66028e+06	3.76051e+06	3.71398e+06	3.85188e+06	4.16724e+06	4.21486e+06	4.68925e+06	4.73926e+06	4.28216e+06	3.91281e+06	4.43974e+06	4.51354e+06	4.18303e+06	4.69658e+06	4.23044e+06	4.50171e+06	4.428e+06	4.13559e+06	3.75741e+06	4.04634e+06	3.79087e+06	4.13161e+06	4.40931e+06	5.79863e+06	5.43286e+06	5.00228e+06	5.75668e+06	5.57265e+06	5.7958e+06	5.9041e+06	6.09681e+06	5.94381e+06	5.5069e+06	5.70881e+06	5.98052e+06	5.66824e+06	4.64998e+06	5.43152e+06	4.83731e+06	5.20372e+06
Q9HCN6	Q9HCN6	GPVI_HUMAN	GP6	Platelet glycoprotein VI	2.53356e+07	2.46429e+07	2.45581e+07	2.48618e+07	2.63892e+07	2.47743e+07	2.40293e+07	2.56291e+07	2.51648e+07	2.51647e+07	2.36906e+07	2.60338e+07	2.44356e+07	2.239e+07	2.23468e+07	1.99518e+07	2.27262e+07	2.62074e+07	9.90395e+06	9.87146e+06	1.02501e+07	9.2328e+06	1.01769e+07	9.85397e+06	1.07242e+07	8.89808e+06	9.60771e+06	9.2648e+06	1.01506e+07	9.52385e+06	9.38962e+06	8.55323e+06	7.98585e+06	8.41536e+06	9.15724e+06	1.01422e+07	2.51187e+07	2.47666e+07	2.36948e+07	2.3476e+07	2.3864e+07	2.51064e+07	2.42613e+07	2.28525e+07	2.40533e+07	2.41499e+07	2.4881e+07	2.49902e+07	2.3032e+07	2.04963e+07	1.9005e+07	1.71331e+07	1.91355e+07
Q9HCN8	Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1	1.05337e+06	1.02428e+06	950822	1.20226e+06	638135	1.34838e+06	1.17618e+06	1.05997e+06	965017	889529	1.39769e+06	938002	1.2195e+06	1.19354e+06	1.0442e+06	1.1161e+06	1.01147e+06	1.01481e+06	1.31985e+06	1.27728e+06	1.37185e+06	1.38776e+06	1.45981e+06	1.35723e+06	1.44392e+06	1.15871e+06	1.2234e+06	1.58405e+06	1.40071e+06	1.39491e+06	1.47629e+06	1.11369e+06	1.4352e+06	1.13522e+06	1.02099e+06	1.1612e+06	470755	988563	907075	1.00033e+06	887468	782142	918053	680526	879009	882594	960364	874591	831766	1.00363e+06	640058	1.30058e+06	950705
Q9HCU5	Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	2.50022e+06	2.30051e+06	2.35143e+06	2.03613e+06	2.09228e+06	2.36822e+06	2.74411e+06	2.61024e+06	2.74997e+06	2.27831e+06	2.41556e+06	2.52675e+06	2.89116e+06	2.45001e+06	2.20209e+06	2.71128e+06	1.39955e+06	2.2142e+06	3.01693e+06	2.50695e+06	3.18643e+06	2.5058e+06	2.58649e+06	2.62975e+06	2.72763e+06	2.62813e+06	2.70275e+06	2.47734e+06	2.67434e+06	2.73461e+06	2.99027e+06	2.53919e+06	2.69788e+06	3.40574e+06	1.67328e+06	2.92196e+06	2.28668e+06	1.28186e+06	2.37767e+06	1.04729e+06	1.6299e+06	2.02102e+06	1.40583e+06	1.41328e+06	2.82214e+06	2.34641e+06	1.97043e+06	2.45744e+06	2.29507e+06	2.10316e+06	2.43682e+06	2.46421e+06	1.92062e+06
Q9HCX4	Q9HCX4	TRPC7_HUMAN	TRPC7	Short transient receptor potential channel 7	8.9561e+06	5.77208e+06	6.89802e+06	5.29094e+06	7.47702e+06	8.63705e+06	8.15412e+06	7.86152e+06	7.60676e+06	7.93433e+06	5.37198e+06	9.49751e+06	8.00942e+06	9.04797e+06	1.04003e+07	1.60722e+07	1.01313e+07	6.47971e+06	7.21545e+06	7.87433e+06	8.46993e+06	7.78651e+06	6.95151e+06	8.06556e+06	7.8351e+06	5.27502e+06	6.04862e+06	6.51372e+06	6.79254e+06	7.88711e+06	8.69889e+06	8.65398e+06	7.75201e+06	9.09855e+06	8.87842e+06	6.73625e+06	7.79933e+06	7.17546e+06	6.63095e+06	7.03537e+06	7.56234e+06	8.50355e+06	8.9417e+06	7.37887e+06	6.64414e+06		7.5199e+06	8.16843e+06	8.2838e+06	6.02577e+06	7.78768e+06	6.40627e+06	6.79672e+06
Q9HD15	Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	182014	231965	176877	341702		129814	150252	271573	307615	427764	236916	206384	302217		74606.3					144316	224117	255025	131364		82766.6	126937		124881	230617	637671		178062	86122		286104	151032							550657						119228	25710.8			
Q9HD20	Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase	795745	981724	983794	897338	746164	803520	803330	776067	762424	869254	1.01194e+06	794441	956408	909129	939349	838513	1.04687e+06	929279	916677	821774	845450	935431	783284	883992	867089	567380	693695	680373	711384	695517	801905	854175	922357	829143	686602	821839	850234	859297	675791	793920	855309	892303	742065	846736	506803	855204	845284	758234	675388	846389	1.14942e+06	926453	808940
Q9HD26	Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	901488	883295	1.18518e+06	1.58964e+06	831224	1.03326e+06	1.78086e+06		1.90814e+06	1.38891e+06	1.73276e+06	709057	1.94296e+06	2.53383e+06	1.62806e+06	1.05296e+06	948302	1.72907e+06	1.06371e+06	2.03798e+06	2.27467e+06	1.19209e+06	1.65623e+06	2.08997e+06	1.26707e+06	1.50918e+06	2.06437e+06	1.33391e+06	1.752e+06	1.85701e+06	1.93534e+06	2.01188e+06	1.41316e+06	1.21342e+06	846444	990488	2.68025e+06	2.00527e+06	1.12179e+06	1.08148e+06	1.11266e+06	1.76606e+06	1.01385e+06	1.06983e+06	1.36968e+06	1.19937e+06	1.25939e+06	1.43526e+06	684407	1.9078e+06	1.32244e+06	1.40943e+06	853719
Q9HD42	Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	1.82821e+06	1.81879e+06	1.90157e+06	1.82777e+06	1.55017e+06	1.85277e+06	1.95626e+06	1.79627e+06	2.06955e+06	1.89303e+06	1.74263e+06	1.86918e+06	1.83731e+06	1.81276e+06	1.70067e+06	1.53144e+06	1.75935e+06	1.64981e+06	1.79536e+06	1.81912e+06	1.69422e+06	1.94584e+06	1.90974e+06	1.84075e+06	1.8189e+06	1.78066e+06	1.66451e+06	1.93887e+06	1.8764e+06	1.86681e+06	1.82468e+06	1.76632e+06	1.5084e+06	1.40258e+06	1.64536e+06	1.75925e+06	1.86123e+06	1.8886e+06	2.00434e+06	1.92494e+06	1.86257e+06	1.88502e+06	1.95376e+06	1.78004e+06	1.86775e+06	2.14018e+06	2.09787e+06	1.99798e+06	1.93018e+06	1.82637e+06	1.6e+06	1.52063e+06	1.64617e+06
Q9HD45	Q9HD45	TM9S3_HUMAN	TM9SF3	Transmembrane 9 superfamily member 3	1.82695e+06	1.80218e+06	1.99111e+06	1.8789e+06	1.66349e+06	1.97504e+06	1.88161e+06	1.89808e+06	2.00569e+06	1.8362e+06	2.26362e+06	1.74989e+06	2.27138e+06	2.5516e+06	2.49607e+06	2.46217e+06	2.26162e+06	1.8602e+06	1.94047e+06	1.83391e+06	2.05113e+06	1.44292e+06	1.8942e+06	1.86796e+06	1.73925e+06	2.06236e+06	1.633e+06	1.81493e+06	1.84769e+06	1.91861e+06	2.39272e+06	2.84788e+06	2.41821e+06	2.76143e+06	2.38302e+06	2.37594e+06	1.78746e+06	1.67961e+06	1.61434e+06	1.94119e+06	1.89483e+06	1.73003e+06	1.93669e+06	1.70199e+06	1.88522e+06	1.62262e+06	1.82839e+06	1.78791e+06	1.95383e+06	2.5223e+06	2.44516e+06	2.74853e+06	2.41185e+06
Q9HDC9	Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	2.00403e+06	1.99669e+06	1.99096e+06	1.89888e+06	1.85601e+06	1.89175e+06	2.06451e+06	1.92707e+06	1.91901e+06	2.09563e+06	2.04727e+06	2.24e+06	1.92995e+06	2.0439e+06	2.4315e+06	2.05627e+06	2.16613e+06	2.24562e+06	1.99586e+06	2.06395e+06	1.84443e+06	1.89413e+06	2.11045e+06	2.09e+06	2.20768e+06	2.09592e+06	2.07419e+06	1.92373e+06	2.0413e+06	1.79445e+06	2.22639e+06	2.36135e+06	2.50377e+06	2.2409e+06	2.35845e+06	2.39978e+06	2.46543e+06	2.70161e+06	2.57387e+06	2.44708e+06	2.02983e+06	2.32253e+06	2.49327e+06	2.55503e+06	2.65539e+06	2.69839e+06	2.48141e+06	2.52057e+06	2.46047e+06	2.56795e+06	2.77512e+06	2.72386e+06	3.02894e+06
Q9MZR8	Q9MZR8	IL4_RABIT	IL4	Interleukin-4	1.82137e+07	1.07692e+06	3.15367e+06	3.03936e+06	5.72738e+06	8.64901e+06	1.22737e+07	3.60378e+07	6.16476e+07	9.97956e+07	1.15902e+06	4.68139e+07	746906	2.30834e+06	6.30947e+06	2.54522e+07		5.61584e+06	1.94856e+07	3.01134e+06	2.02572e+06	2.54539e+06	5.49144e+06	9.13195e+06	1.26674e+07	3.45444e+07	5.05429e+07	1.01784e+08					3.61699e+07		3.45697e+06			4.05438e+06	1.67174e+06	3.66496e+06	5.61543e+06	9.74198e+06	1.7386e+07	4.61442e+07	6.89506e+07	1.1999e+08			2.55578e+07	2.1559e+07			
Q9NP58	Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6, mitochondrial	8.90359e+06	8.16896e+06	6.3896e+06	5.32731e+06	7.90343e+06	9.95696e+06	8.54974e+06	7.71382e+06	6.65157e+06	5.67692e+06	8.07635e+06	8.99333e+06	8.10575e+06	1.07717e+07	1.19844e+07	1.23894e+07	8.38793e+06	7.68527e+06	7.47837e+06	7.8185e+06	9.08856e+06	7.13623e+06	7.77283e+06	8.67284e+06	9.033e+06	9.07219e+06	8.14665e+06	7.60554e+06	8.87872e+06	8.85051e+06	7.95429e+06	9.23744e+06	9.68851e+06	1.08117e+07	1.10009e+07	7.07077e+06	7.87838e+06	6.26001e+06	7.22541e+06	6.15238e+06	6.50968e+06	8.99314e+06	8.43803e+06	7.87659e+06	8.00658e+06	7.55557e+06	7.0256e+06	8.25034e+06	7.57592e+06	1.22066e+07	1.0193e+07	1.00801e+07	9.47063e+06
Q9NP61	Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	127348	289730	229638	167755		177119		200653	193314	256479	191520	220224	134284	128250	187117	178297	108111	161338						129502	221896			145909		243122			158784	151492		103287			193784	151274					151878				211098	204081	155092	129714	
Q9NP72	Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	3.18432e+06	2.77279e+06	3.02882e+06	2.88227e+06	2.35623e+06	3.39075e+06	3.1427e+06	2.79518e+06	2.88855e+06	3.28817e+06	3.02878e+06	2.771e+06	3.21438e+06	4.21941e+06	4.19534e+06	4.07629e+06	4.31867e+06	2.70328e+06	3.09684e+06	2.61064e+06	2.97054e+06	3.08945e+06	2.79009e+06	3.14103e+06	2.89185e+06	2.90355e+06	2.88847e+06	2.96887e+06	3.02214e+06	3.01628e+06	3.1953e+06	4.01642e+06	4.191e+06	4.19578e+06	4.31299e+06	3.16522e+06	2.29184e+06	2.46837e+06	2.32512e+06	2.95848e+06	2.69416e+06	2.48271e+06	2.14575e+06	2.61536e+06	2.35951e+06	2.48153e+06	2.53371e+06	2.71885e+06	2.66723e+06	3.43601e+06	3.82179e+06	3.10104e+06	3.57567e+06
Q9NP79	Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	6.20622e+06	6.37242e+06	6.63066e+06	5.76278e+06	6.47337e+06	6.44446e+06	7.21249e+06	6.22285e+06	6.53732e+06	7.28132e+06	6.66217e+06	6.43433e+06	6.6258e+06	6.85731e+06	7.33113e+06	6.0775e+06	7.87223e+06	6.54965e+06	6.03312e+06	5.48606e+06	5.86223e+06	5.39601e+06	5.82849e+06	6.33929e+06	5.29752e+06	5.69808e+06	5.01961e+06	5.70627e+06	5.87773e+06	6.06827e+06	6.03336e+06	6.58838e+06	8.63415e+06	6.44728e+06	6.48785e+06	5.48722e+06	6.43923e+06	6.93629e+06	7.01956e+06	7.07894e+06	6.08112e+06	6.91674e+06	5.21486e+06	6.86409e+06	6.33843e+06	7.94432e+06	6.66616e+06	6.36362e+06	7.13081e+06	6.71897e+06	7.13588e+06	5.97869e+06	7.41476e+06
Q9NP81	Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	2.17171e+07	2.28243e+07	2.18434e+07	1.71799e+07	2.0668e+07	2.23885e+07	2.25663e+07	2.4483e+07	2.51906e+07	2.18755e+07	2.3492e+07	1.88891e+07	2.20907e+07	2.26207e+07	2.63238e+07	1.99554e+07	2.21943e+07	2.39134e+07	2.15765e+07	2.35686e+07	3.03671e+07	2.23691e+07	1.83201e+07	2.1016e+07	2.25491e+07	2.32161e+07	2.62083e+07	2.13687e+07	2.36523e+07	2.19289e+07	2.13955e+07	2.14552e+07	2.2509e+07	2.63523e+07	2.05e+07	2.30611e+07	1.53729e+07	2.1721e+07	2.24948e+07	2.00003e+07	2.28221e+07	2.24828e+07	2.75384e+07	2.15589e+07	2.44122e+07	2.75025e+07	1.92593e+07	2.93478e+07	2.27979e+07	2.20309e+07	2.47032e+07	1.76982e+07	2.30925e+07
Q9NP97	Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	548469	555484	679502	568434	448104	619140	558625	629911	605724	579296	593224	692946	601130	726470	389973	570718	604113	869556	125609		189577		101461				173081	192692	220211	227812	105347	196511	116121	173194		142264				237729	186301	562898			159914					344578		275790	257680
Q9NPA0	Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	904292	950053	1.57624e+06	505636	847052	1.44754e+06	1.21288e+06	1.62012e+06	1.65488e+06	1.2155e+06	734331	1.36405e+06	105841	919580	2.4238e+06	2.41848e+06	1.17351e+06	1.0246e+06	1.29389e+06	1.16606e+06	2.13294e+06	996613	1.22987e+06	562932	1.70029e+06	715972	863723		1.61285e+06	864064	509076	1.64742e+06	726596	3.94083e+06	5.43368e+06	1.5068e+06	525373			412998	723620	1.25004e+06		827957	1.45444e+06	216837	317177	1.23147e+06	427830	354314	1.80005e+06	1.00148e+06	2.72159e+06
Q9NPB8	Q9NPB8	GPCP1_HUMAN	GPCPD1	Glycerophosphocholine phosphodiesterase GPCPD1	811629	693894	656240	712958	543034	668276	663934	564825	527097	749166	481914	769903	803737	641203	571352	514405	587005	730179	490799	502008	593167	527858	498613	519706	557599	539637	550742	450376	610800	479729	375554	412043	470585	506223	146481	558361	919061	302166	291513	225727	311202	444973	354047	431186	292445	907256	326942	319378	314159	253711	363980	324880	551636
Q9NPF4	Q9NPF4	OSGEP_HUMAN	OSGEP	Probable tRNA N6-adenosine threonylcarbamoyltransferase	590999	1.26838e+06	1.09928e+06	897820	620040	1.06232e+06	834859	1.20039e+06	965619	747607	759119	613900	710942	671615	744934	414783	1.19511e+06	859053		645965	589160	894713	679381	592127	563760	710153	404630	326814	336111	540497	496103	1.48526e+06	460213	525411		547755	808834	963432	888766	562688	838115			629607	898331	647186	613028	716368	593302	581552	279198	414589	
Q9NPH0	Q9NPH0	PPA6_HUMAN	ACP6	Lysophosphatidic acid phosphatase type 6			90159.4	19038.4		29655.7							19783.7			34791.1			83356.1	115105		61982.6	40322.4	53653.1	76221.4	64212	23542.2	45279.6	84183.5		64484.3	48978.9	106825	31004.3	20849.6	30393.1				50093	23392.9	48668.3	91884.1	55951.1	36142.3		26229.3	46915.9	10678.1	34269.5	121808	17189.3	42903.8
Q9NPH2	Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	479321	737322	648566	854443	719853	761046	555185	786173	706527	517078	653403	653638	619923	891679	879420	830777	931433	482966	630932	520395	513374	468709	454651	529353	517873	622572	522135	504460	443254	503694	607877	829651	737571	801680	666593	502785	317506	227023	249939	314359	380594	478552	362874	425827	302341	339975	436217	559563	412909	455189	457417	632394	482836
Q9NPI6	Q9NPI6	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A							75872.1		20589.6						88794.1					47053.4	105325	50600.6			79033.7	94304.2		60823.9	47001.8	77842.6	61468.3	51373.8	86094																		159582	116130	
Q9NPJ3	Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	1.51693e+06	1.56802e+06	1.80699e+06	1.55778e+06	1.44893e+06	1.4926e+06	1.5625e+06	1.53963e+06	1.3276e+06	1.6518e+06	1.91015e+06	1.74061e+06	1.75967e+06	2.00759e+06	2.77743e+06	2.45656e+06	2.57011e+06	1.63555e+06	2.1474e+06	2.0588e+06	2.06089e+06	1.55874e+06	1.9581e+06	1.96973e+06	1.88961e+06	2.32095e+06	2.37859e+06	1.55517e+06	1.91813e+06	1.8874e+06	1.69995e+06	2.50615e+06	2.48076e+06	3.18834e+06	2.49372e+06	1.91301e+06	2.95983e+06	3.7071e+06	2.56524e+06	2.25786e+06	988044	2.75634e+06	2.66195e+06	1.17026e+06	2.07379e+06	3.05766e+06	3.38533e+06	2.59614e+06	1.63618e+06	2.90542e+06	3.12102e+06	3.33213e+06	3.162e+06
Q9NPQ8	Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	1.86788e+06	1.29854e+06	1.96803e+06	1.67834e+06	1.85238e+06	1.79412e+06	1.78571e+06	1.84765e+06	1.98324e+06	1.82312e+06	1.87054e+06	1.77249e+06	2.23816e+06	2.07649e+06	2.743e+06	1.94295e+06	3.31576e+06	1.61311e+06	2.17242e+06	2.15006e+06	2.16825e+06	2.13412e+06	1.83505e+06	1.9688e+06	2.08004e+06	2.04292e+06	1.43825e+06	2.23945e+06	2.13507e+06	2.4109e+06	1.91712e+06	2.33898e+06	2.31302e+06	2.50605e+06	2.66737e+06	1.84274e+06	1.58568e+06	1.11062e+06	1.41498e+06	1.36288e+06	1.51445e+06	1.16286e+06	1.00816e+06	1.26904e+06	1.52363e+06	1.57941e+06	2.03504e+06	1.6246e+06	2.33104e+06	2.11861e+06	2.36865e+06	1.62779e+06	2.43828e+06
Q9NQ34	Q9NQ34	TMM9B_HUMAN	TMEM9B	Transmembrane protein 9B	2.14203e+06	2.02714e+06	1.81364e+06	1.82153e+06	1.93205e+06	2.03597e+06	1.97867e+06	1.87521e+06	1.80498e+06	2.17244e+06	2.11389e+06	1.42046e+06	2.01321e+06	1.55206e+06	1.53649e+06	1.42259e+06	1.9113e+06	1.45585e+06	2.08579e+06	1.94984e+06	1.99235e+06	1.89518e+06	2.05957e+06	2.08749e+06	1.8954e+06	1.88307e+06	2.14791e+06	2.00923e+06	1.99149e+06	2.16845e+06	2.00004e+06	1.28379e+06	1.5355e+06	1.37821e+06	1.51101e+06	2.19741e+06	1.43307e+06	1.05995e+06	1.52635e+06	1.51279e+06	1.64748e+06	1.3602e+06	1.31857e+06	1.34611e+06	1.53642e+06	1.20136e+06	1.43434e+06	1.26958e+06	1.6815e+06	676178	1.43732e+06	1.0833e+06	1.6142e+06
